data_estacao,id,hora_medicao,uf_medicao,estacao_nome,estacao_cod,temp_hora_celsius,temp_media_dia_celsius,maior_temp_dia_celsius,menor_temp_dia_celsius,precipitacao_media_dia_mm,umidade_relativa_ar_media_dia_procentagem,vento_velocidade_media_dia_m_por_s,vento_rajada_media_da_max_dia_m_por_s,latitude_medicao,longitude_medicao
2020-10-31,7755,00:00,ES,VITORIA,A612,"23,7","20,12","31,5","-29,5","0,79","81,64","2,6","6,23",-20.270833,-40.305833
2020-07-22,5331,00:00,ES,VITORIA,A612,NULL,"19,37","32,4","-45,2",0,"64,77","1,31","3,39",-20.270833,-40.305833
2021-01-08,2274,00:00,SP,BRAGANCA PAULISTA,A744,"20,2","24,48","38,6","-19,4","0,27","75,17","1,65","4,47",-22.951944,-46.530556
2021-02-23,498,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,72","36,5","-27,9","0,11","73,76","1,49","4,03",-20.909892,-47.114259
2020-07-09,5019,00:00,ES,VITORIA,A612,NULL,"18,85","32,6","-43,9",0,"67,59","1,51","3,95",-20.270833,-40.305833
2020-07-13,5115,00:00,ES,VITORIA,A612,NULL,"20,33","34,9","-41,6",0,"64,26","1,27","3,26",-20.270833,-40.305833
2020-08-14,5883,00:00,ES,VITORIA,A612,NULL,"21,79","36,6","-45,4",0,"62,17","1,9","4,71",-20.270833,-40.305833
2020-09-23,6843,00:00,ES,VITORIA,A612,"22,6","19,52","35,5","-46,2","0,16","76,54","2,38","5,62",-20.270833,-40.305833
2020-10-21,7515,00:00,ES,VITORIA,A612,NULL,"22,01","36,9","-39,9","0,14","77,28","1,72","4,28",-20.270833,-40.305833
2020-04-05,2739,00:00,ES,VITORIA,A612,"24,7","22,31","34,4","-39,7","0,02","73,29","1,41","3,58",-20.270833,-40.305833
2020-05-29,4035,00:00,ES,VITORIA,A612,NULL,"16,28","28,8","-38,4",0,"67,81","1,52","3,68",-20.270833,-40.305833
2021-01-02,2130,00:00,SP,BRAGANCA PAULISTA,A744,NULL,"22,87","36,6","-19,5","0,45","77,58","1,56","4,26",-22.951944,-46.530556
2021-01-12,2370,00:00,SP,BRAGANCA PAULISTA,A744,"20,8","24,52","36,6","-19,3","0,28","77,41","1,72","4,46",-22.951944,-46.530556
2021-03-06,762,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,45","39,1","-27,2","0,37","77,38","1,7","4,58",-20.909892,-47.114259
2020-02-02,1227,00:00,ES,VITORIA,A612,"26,1","24,51","36,2","-17,8","0,31","78,16","1,46","3,95",-20.270833,-40.305833
2020-04-08,2811,00:00,ES,VITORIA,A612,"27,6","22,03","36,5","-32,2","0,33","81,87","1,68","4,44",-20.270833,-40.305833
2020-04-02,2667,00:00,ES,VITORIA,A612,"24,1",24,"35,5","-40,8","0,07","75,97","1,63","4,2",-20.270833,-40.305833
2020-08-30,6267,00:00,ES,VITORIA,A612,"21,8","22,5","37,7","-51,4","0,01","55,91","1,9","4,7",-20.270833,-40.305833
2020-11-25,8355,00:00,ES,VITORIA,A612,"21,7","22,91","36,1","-20,1","0,08","71,72","2,2","5,41",-20.270833,-40.305833
2021-01-13,2394,00:00,SP,BRAGANCA PAULISTA,A744,"22,2","24,36","37,3","-19,2","0,24","76,79","1,84","4,66",-22.951944,-46.530556
2020-01-14,771,00:00,ES,VITORIA,A612,"26,2","24,45",38,"-15,5","0,1","73,37","1,75","4,45",-20.270833,-40.305833
2020-05-31,4083,00:00,ES,VITORIA,A612,NULL,"17,21","30,4","-29,8",0,"69,04","1,15","3,04",-20.270833,-40.305833
2020-07-06,4947,00:00,ES,VITORIA,A612,NULL,"19,77",33,"-42,7",0,"68,68","1,44","3,67",-20.270833,-40.305833
2020-10-01,7035,00:00,ES,VITORIA,A612,"24,1","26,9","41,6","-41,3",0,"50,9","2,39","5,63",-20.270833,-40.305833
2020-04-11,2883,00:00,ES,VITORIA,A612,"22,5","21,02","33,4","-41,2","0,08","76,79","1,49","3,85",-20.270833,-40.305833
2020-11-07,7923,00:00,ES,VITORIA,A612,"22,8","22,97","38,1","-22,5","0,02","65,12","1,88","4,79",-20.270833,-40.305833
2020-10-17,7419,00:00,ES,VITORIA,A612,"20,8","20,53","38,2",-43,"0,07",71,"2,42","5,76",-20.270833,-40.305833
2021-03-03,690,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,42","36,6","-34,6","0,03","72,23","1,78","4,43",-20.909892,-47.114259
2021-03-31,1362,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,88","38,3","-40,5","0,16","72,04","1,65","4,51",-20.909892,-47.114259
2021-04-01,1386,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,43","38,1",-33,"0,07","69,65","1,68","4,34",-20.909892,-47.114259
2021-04-09,1578,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"21,23","32,3","-41,7","0,02","68,97","2,16","5,17",-20.909892,-47.114259
2020-02-03,1251,00:00,ES,VITORIA,A612,"25,8","24,27","36,7","-16,7","0,52","78,7","1,65","4,45",-20.270833,-40.305833
2020-03-18,2307,00:00,ES,VITORIA,A612,"24,6","24,07",36,"-35,8","0,06","75,78","1,32","3,64",-20.270833,-40.305833
2021-04-05,1482,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"21,92","34,5","-44,3","0,04","72,86","2,01","4,92",-20.909892,-47.114259
2020-06-02,4131,00:00,ES,VITORIA,A612,NULL,"18,04","32,2","-27,9","0,05","74,11","1,21","3,22",-20.270833,-40.305833
2020-07-20,5283,00:00,ES,VITORIA,A612,NULL,"18,46","31,3","-48,8","0,02","68,41","1,71","4,23",-20.270833,-40.305833
2021-02-07,114,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"21,29","33,1","-22,3","0,87","81,46","1,76","4,55",-20.909892,-47.114259
2021-02-28,618,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,3","33,9","-34,5","0,2","79,58","2,03","5,03",-20.909892,-47.114259
2020-01-29,1131,00:00,ES,VITORIA,A612,"26,4","24,41","36,1","-21,3","0,36","78,28","1,74","4,56",-20.270833,-40.305833
2020-02-07,1347,00:00,ES,VITORIA,A612,"24,7","22,52","35,8","-17,1","0,35","82,84","1,9","4,95",-20.270833,-40.305833
2020-05-15,3699,00:00,ES,VITORIA,A612,"22,8","19,49","34,2","-39,8","0,36","83,47","1,43","3,76",-20.270833,-40.305833
2020-05-26,3963,00:00,ES,VITORIA,A612,NULL,"16,42","31,3","-41,1","0,01","68,66","1,73","4,42",-20.270833,-40.305833
2020-10-23,7563,00:00,ES,VITORIA,A612,"23,2","21,75","35,1","-36,9","0,1","71,44","2,6","6,1",-20.270833,-40.305833
2020-11-30,8475,00:00,ES,VITORIA,A612,"22,5","24,3","38,4","-22,3","0,08","65,05","1,91","4,84",-20.270833,-40.305833
2020-12-07,8643,00:00,ES,VITORIA,A612,"25,4","22,72","33,9","-19,9","0,62","83,41","1,81","4,61",-20.270833,-40.305833
2020-04-18,3051,00:00,ES,VITORIA,A612,"24,3","20,81","31,9","-41,1","0,04","77,04","2,02","4,93",-20.270833,-40.305833
2021-03-19,1074,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,6","35,5","-26,4","0,07","73,89","1,74","4,44",-20.909892,-47.114259
2020-12-05,8595,00:00,ES,VITORIA,A612,"26,2","24,12","35,1","-17,3","0,31","77,79","1,85","4,8",-20.270833,-40.305833
2020-10-27,7659,00:00,ES,VITORIA,A612,"22,5","23,42",37,"-26,7","0,05","70,25","1,79","4,62",-20.270833,-40.305833
2020-08-31,6291,00:00,ES,VITORIA,A612,"23,1","22,32","36,9","-43,2",0,"59,44","2,29","5,32",-20.270833,-40.305833
2020-10-26,7635,00:00,ES,VITORIA,A612,"21,3","22,15","34,9","-26,9","0,28","75,17","1,81","4,69",-20.270833,-40.305833
2020-12-11,8739,00:00,ES,VITORIA,A612,"22,7","22,3","33,6","-17,7","0,26","79,57","1,54","4,1",-20.270833,-40.305833
2020-09-10,6531,00:00,ES,VITORIA,A612,"23,2","23,47","39,6","-47,9",0,"53,36","1,94","4,78",-20.270833,-40.305833
2020-07-30,5523,00:00,ES,VITORIA,A612,NULL,"18,67","32,2","-49,2","0,18","70,06","2,17","5,3",-20.270833,-40.305833
2020-09-02,6339,00:00,ES,VITORIA,A612,"21,3","21,34","35,4","-43,5","0,01","63,2","2,61","6,07",-20.270833,-40.305833
2020-11-23,8307,00:00,ES,VITORIA,A612,"22,6","21,94","36,1","-18,9","0,24","74,13","2,17","5,35",-20.270833,-40.305833
2021-01-06,2226,00:00,SP,BRAGANCA PAULISTA,A744,"24,6","24,78","37,1","-17,2","0,18","73,95","1,53","4,07",-22.951944,-46.530556
2021-01-20,2562,00:00,SP,BRAGANCA PAULISTA,A744,"22,2","24,6","36,2","-17,4","0,04","66,2","1,87","4,7",-22.951944,-46.530556
2021-01-28,2754,00:00,SP,BRAGANCA PAULISTA,A744,"25,2","24,76","39,8","-21,5","0,04","62,34","1,82","4,73",-22.951944,-46.530556
2020-06-29,4779,00:00,ES,VITORIA,A612,NULL,"17,72","29,9","-40,1","0,05","76,39","2,18","5,16",-20.270833,-40.305833
2020-05-18,3771,00:00,ES,VITORIA,A612,"21,7","19,46","30,9","-37,8",0,"73,26","1,35","3,35",-20.270833,-40.305833
2020-06-30,4803,00:00,ES,VITORIA,A612,NULL,"18,65","30,1","-39,8","0,03","73,85","2,41","5,81",-20.270833,-40.305833
2020-10-20,7491,00:00,ES,VITORIA,A612,"20,7","20,87","34,9","-40,2","0,27","79,97","1,81","4,45",-20.270833,-40.305833
2021-04-10,1602,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"21,08","33,3","-39,5",0,"66,4","1,74","4,2",-20.909892,-47.114259
2021-04-12,1650,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"22,29",36,"-37,3",0,"63,08","1,34","3,51",-20.909892,-47.114259
2020-04-22,3147,00:00,ES,VITORIA,A612,NULL,"20,7","31,6",-42,"0,01","73,96","1,4","3,55",-20.270833,-40.305833
2020-05-22,3867,00:00,ES,VITORIA,A612,"19,2","20,33","32,5","-37,3","0,05","73,62","1,83","4,44",-20.270833,-40.305833
2020-08-06,5691,00:00,ES,VITORIA,A612,NULL,"17,54","30,6","-42,1","0,01","62,99","2,17","5,14",-20.270833,-40.305833
2020-06-01,4107,00:00,ES,VITORIA,A612,NULL,"17,67",31,-25,0,"68,56","1,04","2,82",-20.270833,-40.305833
2021-02-04,42,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"25,44","40,1",-25,"0,1","69,49","1,92","4,96",-20.909892,-47.114259
2021-03-11,882,00:00,MG,SAO SEBASTIAO DO PARAISO,A561,NULL,"23,25","36,4","-36,2","0,16","78,02","1,52","3,99",-20.909892,-47.114259
